"","guess1","guess2","guess3","truth1","truth2","truth3","code1","code2","code3","code4","code5","code6","game","id"
"885",1,6,3,3,6,6,5,6,5,5,5,6,11,8
"886",1,2,2,3,6,6,5,6,5,5,5,6,11,8
"887",1,6,1,3,6,6,5,6,5,5,5,6,11,8
"888",1,6,2,3,6,6,5,6,5,5,5,6,11,8
"889",1,2,2,3,6,6,5,6,5,5,5,6,11,8
"890",3,6,2,3,6,6,5,6,5,5,5,6,11,8
"891",3,6,3,3,6,6,5,6,5,5,5,6,11,8
"892",3,6,4,3,6,6,5,6,5,5,5,6,11,8
"893",3,6,5,3,6,6,5,6,5,5,5,6,11,8
"894",3,6,2,3,6,6,5,6,5,5,5,6,11,8
"895",3,6,3,3,6,6,5,6,5,5,5,6,11,8
"896",3,6,6,3,6,6,5,6,5,5,5,6,11,8
"897",1,4,6,1,5,4,6,5,5,5,6,5,12,8
"898",1,1,4,1,5,4,6,5,5,5,6,5,12,8
"899",1,3,4,1,5,4,6,5,5,5,6,5,12,8
"900",1,1,4,1,5,4,6,5,5,5,6,5,12,8
"901",1,5,4,1,5,4,6,5,5,5,6,5,12,8
"902",4,6,1,4,1,5,6,5,5,6,5,5,13,8
"903",4,1,6,4,1,5,6,5,5,6,5,5,13,8
"904",4,2,6,4,1,5,6,5,5,6,5,5,13,8
"905",4,1,2,4,1,5,6,5,5,6,5,5,13,8
"906",4,1,4,4,1,5,6,5,5,6,5,5,13,8
"907",4,1,3,4,1,5,6,5,5,6,5,5,13,8
"908",4,1,5,4,1,5,6,5,5,6,5,5,13,8
"909",6,2,3,1,1,1,5,5,5,6,5,6,14,8
"910",1,4,5,1,1,1,5,5,5,6,5,6,14,8
"911",1,2,2,1,1,1,5,5,5,6,5,6,14,8
"912",1,1,1,1,1,1,5,5,5,6,5,6,14,8
"913",6,6,6,6,5,6,5,5,1,1,5,15,15,8
"914",6,6,1,6,5,6,5,5,1,1,5,15,15,8
"915",6,1,6,6,5,6,5,5,1,1,5,15,15,8
"916",6,2,6,6,5,6,5,5,1,1,5,15,15,8
"917",6,3,6,6,5,6,5,5,1,1,5,15,15,8
"918",6,5,6,6,5,6,5,5,1,1,5,15,15,8
"919",1,4,6,5,2,5,6,5,5,5,5,6,16,8
"920",1,1,1,5,2,5,6,5,5,5,5,6,16,8
"921",3,3,4,5,2,5,6,5,5,5,5,6,16,8
"922",5,4,2,5,2,5,6,5,5,5,5,6,16,8
"923",5,2,2,5,2,5,6,5,5,5,5,6,16,8
"924",5,2,3,5,2,5,6,5,5,5,5,6,16,8
"925",5,2,5,5,2,5,6,5,5,5,5,6,16,8
"926",3,3,3,3,3,3,1,1,15,5,5,5,17,8
"927",6,2,3,6,2,4,5,5,5,6,5,6,18,8
"928",6,2,1,6,2,4,5,5,5,6,5,6,18,8
"929",6,2,2,6,2,4,5,5,5,6,5,6,18,8
"930",6,2,6,6,2,4,5,5,5,6,5,6,18,8
"931",6,2,3,6,2,4,5,5,5,6,5,6,18,8
"932",6,2,4,6,2,4,5,5,5,6,5,6,18,8
"933",6,6,6,3,6,2,6,5,5,5,5,6,19,8
"934",6,1,1,3,6,2,6,5,5,5,5,6,19,8
"935",1,6,1,3,6,2,6,5,5,5,5,6,19,8
"936",3,6,4,3,6,2,6,5,5,5,5,6,19,8
"937",3,6,1,3,6,2,6,5,5,5,5,6,19,8
"938",3,6,3,3,6,2,6,5,5,5,5,6,19,8
"939",3,6,4,3,6,2,6,5,5,5,5,6,19,8
"940",3,6,5,3,6,2,6,5,5,5,5,6,19,8
"941",3,6,2,3,6,2,6,5,5,5,5,6,19,8
"942",6,6,6,6,1,6,5,5,5,1,1,15,20,8
"943",6,3,6,6,1,6,5,5,5,1,1,15,20,8
"944",6,1,6,6,1,6,5,5,5,1,1,15,20,8
"945",2,2,2,2,6,2,4,21,1,1,1,4,21,8
"946",2,1,2,2,6,2,4,21,1,1,1,4,21,8
"947",2,6,2,2,6,2,4,21,1,1,1,4,21,8
"2182",1,3,6,5,5,2,5,15,1,1,5,5,1,9
"2183",4,2,5,5,5,2,5,15,1,1,5,5,1,9
"2184",2,5,4,5,5,2,5,15,1,1,5,5,1,9
"2185",6,5,4,5,5,2,5,15,1,1,5,5,1,9
"2186",3,6,4,5,5,2,5,15,1,1,5,5,1,9
"2187",4,5,2,5,5,2,5,15,1,1,5,5,1,9
"2188",4,5,3,5,5,2,5,15,1,1,5,5,1,9
"2189",1,5,2,5,5,2,5,15,1,1,5,5,1,9
"2190",2,5,2,5,5,2,5,15,1,1,5,5,1,9
"2191",3,5,2,5,5,2,5,15,1,1,5,5,1,9
"2192",4,5,2,5,5,2,5,15,1,1,5,5,1,9
"2193",5,5,2,5,5,2,5,15,1,1,5,5,1,9
"2194",1,1,1,2,1,2,5,5,5,5,6,6,2,9
"2195",2,1,2,2,1,2,5,5,5,5,6,6,2,9
"2196",4,3,5,5,4,1,6,6,5,5,5,5,3,9
"2197",1,3,2,5,4,1,6,6,5,5,5,5,3,9
"2198",3,5,5,5,4,1,6,6,5,5,5,5,3,9
"2199",5,4,3,5,4,1,6,6,5,5,5,5,3,9
"2200",1,4,3,5,4,1,6,6,5,5,5,5,3,9
"2201",5,1,3,5,4,1,6,6,5,5,5,5,3,9
"2202",5,5,3,5,4,1,6,6,5,5,5,5,3,9
"2203",5,4,3,5,4,1,6,6,5,5,5,5,3,9
"2204",5,4,1,5,4,1,6,6,5,5,5,5,3,9
"2205",3,4,2,3,3,3,1,1,27,1,1,1,4,9
"2206",3,6,5,3,3,3,1,1,27,1,1,1,4,9
"2207",3,2,4,3,3,3,1,1,27,1,1,1,4,9
"2208",5,6,4,3,3,3,1,1,27,1,1,1,4,9
"2209",3,5,3,3,3,3,1,1,27,1,1,1,4,9
"2210",3,3,3,3,3,3,1,1,27,1,1,1,4,9
"2211",2,3,5,3,4,3,1,1,21,4,4,1,5,9
"2212",5,2,4,3,4,3,1,1,21,4,4,1,5,9
"2213",6,5,2,3,4,3,1,1,21,4,4,1,5,9
"2214",1,3,4,3,4,3,1,1,21,4,4,1,5,9
"2215",3,4,3,3,4,3,1,1,21,4,4,1,5,9
"2216",3,3,3,5,3,5,1,1,27,1,1,1,6,9
"2217",4,2,3,5,3,5,1,1,27,1,1,1,6,9
"2218",3,4,5,5,3,5,1,1,27,1,1,1,6,9
"2219",3,5,6,5,3,5,1,1,27,1,1,1,6,9
"2220",5,3,2,5,3,5,1,1,27,1,1,1,6,9
"2221",5,3,1,5,3,5,1,1,27,1,1,1,6,9
"2222",5,3,5,5,3,5,1,1,27,1,1,1,6,9
"2223",2,1,2,2,2,2,1,27,1,1,1,1,7,9
"2224",2,2,2,2,2,2,1,27,1,1,1,1,7,9
"2225",2,6,2,4,4,2,1,21,1,1,4,4,8,9
"2226",4,1,2,4,4,2,1,21,1,1,4,4,8,9
"2227",4,5,2,4,4,2,1,21,1,1,4,4,8,9
"2228",4,3,2,4,4,2,1,21,1,1,4,4,8,9
"2229",4,2,2,4,4,2,1,21,1,1,4,4,8,9
"2230",4,6,2,4,4,2,1,21,1,1,4,4,8,9
"2231",4,4,2,4,4,2,1,21,1,1,4,4,8,9
"2232",1,1,1,3,1,1,21,4,4,1,1,1,9,9
"2233",1,2,1,3,1,1,21,4,4,1,1,1,9,9
"2234",1,1,2,3,1,1,21,4,4,1,1,1,9,9
"2235",1,3,1,3,1,1,21,4,4,1,1,1,9,9
"2236",3,1,1,3,1,1,21,4,4,1,1,1,9,9
"2237",2,6,4,1,5,6,1,4,1,1,4,21,10,9
"2238",4,2,6,1,5,6,1,4,1,1,4,21,10,9
"2239",6,6,6,1,5,6,1,4,1,1,4,21,10,9
"2240",1,1,6,1,5,6,1,4,1,1,4,21,10,9
"2241",1,1,1,1,5,6,1,4,1,1,4,21,10,9
"2242",3,1,6,1,5,6,1,4,1,1,4,21,10,9
"2243",1,4,6,1,5,6,1,4,1,1,4,21,10,9
"2244",1,5,6,1,5,6,1,4,1,1,4,21,10,9
"2245",2,2,4,2,2,2,1,27,1,1,1,1,11,9
"2246",2,2,2,2,2,2,1,27,1,1,1,1,11,9
"2247",3,4,6,2,5,2,5,5,6,6,5,5,12,9
"2248",2,2,1,2,5,2,5,5,6,6,5,5,12,9
"2249",1,2,4,2,5,2,5,5,6,6,5,5,12,9
"2250",2,3,1,2,5,2,5,5,6,6,5,5,12,9
"2251",5,3,1,2,5,2,5,5,6,6,5,5,12,9
"2252",2,1,5,2,5,2,5,5,6,6,5,5,12,9
"2253",2,6,6,2,5,2,5,5,6,6,5,5,12,9
"2254",2,4,4,2,5,2,5,5,6,6,5,5,12,9
"2255",5,4,4,2,5,2,5,5,6,6,5,5,12,9
"2256",2,5,1,2,5,2,5,5,6,6,5,5,12,9
"2257",2,1,5,2,5,2,5,5,6,6,5,5,12,9
"2258",2,3,1,2,5,2,5,5,6,6,5,5,12,9
"2259",2,5,5,2,5,2,5,5,6,6,5,5,12,9
"2260",2,5,6,2,5,2,5,5,6,6,5,5,12,9
"2261",2,5,1,2,5,2,5,5,6,6,5,5,12,9
"2262",2,5,2,2,5,2,5,5,6,6,5,5,12,9
"2263",6,6,6,6,6,6,1,1,1,1,1,27,13,9
"2264",1,1,1,1,1,1,15,5,5,1,1,5,14,9
"2265",6,6,6,6,6,6,5,5,1,1,5,15,15,9
"2266",6,3,6,1,4,2,4,1,1,4,1,21,16,9
"2267",2,2,5,1,4,2,4,1,1,4,1,21,16,9
"2268",5,1,2,1,4,2,4,1,1,4,1,21,16,9
"2269",1,3,2,1,4,2,4,1,1,4,1,21,16,9
"2270",1,1,2,1,4,2,4,1,1,4,1,21,16,9
"2271",1,3,2,1,4,2,4,1,1,4,1,21,16,9
"2272",1,4,2,1,4,2,4,1,1,4,1,21,16,9
"2273",5,5,5,5,5,5,1,1,1,1,27,1,17,9
"2274",3,3,3,2,6,4,4,4,1,1,1,21,18,9
"2275",5,6,6,2,6,4,4,4,1,1,1,21,18,9
"2276",5,6,4,2,6,4,4,4,1,1,1,21,18,9
"2277",2,6,4,2,6,4,4,4,1,1,1,21,18,9
"2278",5,5,5,5,5,5,1,1,1,1,27,1,19,9
"2279",1,1,1,1,1,3,27,1,1,1,1,1,20,9
"2280",3,1,1,1,1,3,27,1,1,1,1,1,20,9
"2281",1,2,1,1,1,3,27,1,1,1,1,1,20,9
"2282",1,1,4,1,1,3,27,1,1,1,1,1,20,9
"2283",1,1,5,1,1,3,27,1,1,1,1,1,20,9
"2284",1,1,6,1,1,3,27,1,1,1,1,1,20,9
"2285",1,1,2,1,1,3,27,1,1,1,1,1,20,9
"2286",1,1,3,1,1,3,27,1,1,1,1,1,20,9
"522",1,6,4,5,2,4,5,5,5,1,15,1,1,10
"523",1,2,3,5,2,4,5,5,5,1,15,1,1,10
"524",2,2,3,5,2,4,5,5,5,1,15,1,1,10
"525",1,2,4,5,2,4,5,5,5,1,15,1,1,10
"526",5,2,4,5,2,4,5,5,5,1,15,1,1,10
"527",6,6,6,5,6,6,1,1,1,1,1,27,2,10
"528",5,6,6,5,6,6,1,1,1,1,1,27,2,10
"529",1,2,3,5,6,2,1,15,5,1,5,5,3,10
"530",2,4,5,5,6,2,1,15,5,1,5,5,3,10
"531",6,4,2,5,6,2,1,15,5,1,5,5,3,10
"532",4,2,2,5,6,2,1,15,5,1,5,5,3,10
"533",5,6,2,5,6,2,1,15,5,1,5,5,3,10
"534",1,2,3,5,3,2,5,6,5,5,6,5,4,10
"535",3,1,2,5,3,2,5,6,5,5,6,5,4,10
"536",3,3,2,5,3,2,5,6,5,5,6,5,4,10
"537",4,3,2,5,3,2,5,6,5,5,6,5,4,10
"538",5,3,2,5,3,2,5,6,5,5,6,5,4,10
"539",1,2,3,4,5,4,5,5,5,5,6,6,5,10
"540",4,5,6,4,5,4,5,5,5,5,6,6,5,10
"541",3,5,6,4,5,4,5,5,5,5,6,6,5,10
"542",4,6,6,4,5,4,5,5,5,5,6,6,5,10
"543",4,5,1,4,5,4,5,5,5,5,6,6,5,10
"544",4,5,2,4,5,4,5,5,5,5,6,6,5,10
"545",4,5,3,4,5,4,5,5,5,5,6,6,5,10
"546",4,5,4,4,5,4,5,5,5,5,6,6,5,10
"547",2,2,2,2,2,2,1,21,4,1,1,4,6,10
"548",3,4,4,5,5,3,5,5,5,6,6,5,7,10
"549",5,3,6,5,5,3,5,5,5,6,6,5,7,10
"550",6,3,1,5,5,3,5,5,5,6,6,5,7,10
"551",5,6,3,5,5,3,5,5,5,6,6,5,7,10
"552",5,1,3,5,5,3,5,5,5,6,6,5,7,10
"553",5,2,3,5,5,3,5,5,5,6,6,5,7,10
"554",5,3,3,5,5,3,5,5,5,6,6,5,7,10
"555",5,5,3,5,5,3,5,5,5,6,6,5,7,10
"556",5,5,5,5,5,5,1,1,1,1,27,1,8,10
"557",6,6,6,6,2,2,5,5,5,1,1,15,9,10
"558",2,1,6,6,2,2,5,5,5,1,1,15,9,10
"559",6,2,3,6,2,2,5,5,5,1,1,15,9,10
"560",6,2,4,6,2,2,5,5,5,1,1,15,9,10
"561",6,2,5,6,2,2,5,5,5,1,1,15,9,10
"562",6,1,5,6,2,2,5,5,5,1,1,15,9,10
"563",6,2,1,6,2,2,5,5,5,1,1,15,9,10
"564",6,2,2,6,2,2,5,5,5,1,1,15,9,10
"565",6,6,6,6,6,6,1,1,4,1,4,21,10,10
"566",3,3,3,3,3,3,1,5,15,5,5,1,11,10
"567",2,2,2,2,2,2,1,27,1,1,1,1,12,10
"568",5,5,5,5,5,5,1,4,1,1,21,4,13,10
"569",6,4,5,3,3,6,5,5,6,5,5,6,14,10
"570",1,6,2,3,3,6,5,5,6,5,5,6,14,10
"571",6,3,6,3,3,6,5,5,6,5,5,6,14,10
"572",4,3,6,3,3,6,5,5,6,5,5,6,14,10
"573",3,3,6,3,3,6,5,5,6,5,5,6,14,10
"574",1,1,1,1,1,1,27,1,1,1,1,1,15,10
"575",2,4,5,3,4,3,5,5,5,6,5,6,16,10
"576",4,4,4,3,4,3,5,5,5,6,5,6,16,10
"577",1,4,3,3,4,3,5,5,5,6,5,6,16,10
"578",6,4,3,3,4,3,5,5,5,6,5,6,16,10
"579",3,4,3,3,4,3,5,5,5,6,5,6,16,10
"580",2,2,2,5,2,2,1,27,1,1,1,1,17,10
"581",2,2,1,5,2,2,1,27,1,1,1,1,17,10
"582",3,2,2,5,2,2,1,27,1,1,1,1,17,10
"583",4,2,2,5,2,2,1,27,1,1,1,1,17,10
"584",5,2,2,5,2,2,1,27,1,1,1,1,17,10
"585",3,5,5,3,2,5,5,6,5,6,5,5,18,10
"586",3,5,1,3,2,5,5,6,5,6,5,5,18,10
"587",3,4,5,3,2,5,5,6,5,6,5,5,18,10
"588",3,3,5,3,2,5,5,6,5,6,5,5,18,10
"589",3,5,5,3,2,5,5,6,5,6,5,5,18,10
"590",3,1,5,3,2,5,5,6,5,6,5,5,18,10
"591",3,2,5,3,2,5,5,6,5,6,5,5,18,10
"592",2,2,2,3,2,3,1,15,5,5,1,5,19,10
"593",3,1,2,3,2,3,1,15,5,5,1,5,19,10
"594",1,3,2,3,2,3,1,15,5,5,1,5,19,10
"595",3,2,4,3,2,3,1,15,5,5,1,5,19,10
"596",3,2,5,3,2,3,1,15,5,5,1,5,19,10
"597",3,2,6,3,2,3,1,15,5,5,1,5,19,10
"598",3,2,2,3,2,3,1,15,5,5,1,5,19,10
"599",3,2,3,3,2,3,1,15,5,5,1,5,19,10
"600",4,4,4,2,5,4,1,1,1,21,4,4,20,10
"601",4,2,6,2,5,4,1,1,1,21,4,4,20,10
"602",1,2,4,2,5,4,1,1,1,21,4,4,20,10
"603",2,3,4,2,5,4,1,1,1,21,4,4,20,10
"604",2,2,4,2,5,4,1,1,1,21,4,4,20,10
"605",2,5,4,2,5,4,1,1,1,21,4,4,20,10
"606",3,3,3,3,3,3,1,1,27,1,1,1,21,10
"607",2,2,2,6,2,2,4,21,1,1,1,4,22,10
"608",2,2,1,6,2,2,4,21,1,1,1,4,22,10
"609",6,2,2,6,2,2,4,21,1,1,1,4,22,10
"610",5,5,5,2,5,2,5,5,1,5,15,1,23,10
"611",1,5,5,2,5,2,5,5,1,5,15,1,23,10
"612",4,5,2,2,5,2,5,5,1,5,15,1,23,10
"613",3,5,2,2,5,2,5,5,1,5,15,1,23,10
"614",6,5,2,2,5,2,5,5,1,5,15,1,23,10
"615",2,5,2,2,5,2,5,5,1,5,15,1,23,10
"616",3,3,3,3,6,3,4,1,21,1,1,4,24,10
"617",6,3,3,3,6,3,4,1,21,1,1,4,24,10
"618",3,6,3,3,6,3,4,1,21,1,1,4,24,10
"619",5,5,5,4,5,5,1,1,1,1,27,1,25,10
"620",2,5,5,4,5,5,1,1,1,1,27,1,25,10
"621",1,5,5,4,5,5,1,1,1,1,27,1,25,10
"622",3,5,5,4,5,5,1,1,1,1,27,1,25,10
"623",6,5,5,4,5,5,1,1,1,1,27,1,25,10
"624",4,5,5,4,5,5,1,1,1,1,27,1,25,10
"625",6,6,6,6,6,2,1,4,1,1,4,21,26,10
"626",6,5,6,6,6,2,1,4,1,1,4,21,26,10
"627",2,6,6,6,6,2,1,4,1,1,4,21,26,10
"628",6,6,2,6,6,2,1,4,1,1,4,21,26,10
"629",3,3,3,3,3,3,1,1,27,1,1,1,27,10
"630",6,6,6,6,6,6,1,1,1,4,4,21,28,10
"631",3,3,3,4,3,3,1,1,27,1,1,1,29,10
"632",3,3,1,4,3,3,1,1,27,1,1,1,29,10
"633",2,3,3,4,3,3,1,1,27,1,1,1,29,10
"634",4,3,3,4,3,3,1,1,27,1,1,1,29,10
"3015",5,3,6,1,4,1,21,4,1,4,1,1,1,11
"3016",1,1,1,1,4,1,21,4,1,4,1,1,1,11
"3017",1,1,2,1,4,1,21,4,1,4,1,1,1,11
"3018",1,4,1,1,4,1,21,4,1,4,1,1,1,11
"3019",5,5,5,2,5,5,5,5,1,1,15,5,2,11
"3020",5,2,5,2,5,5,5,5,1,1,15,5,2,11
"3021",2,5,5,2,5,5,5,5,1,1,15,5,2,11
"3022",4,4,4,5,1,6,1,5,1,15,5,5,3,11
"3023",2,2,2,5,1,6,1,5,1,15,5,5,3,11
"3024",6,6,6,5,1,6,1,5,1,15,5,5,3,11
"3025",6,5,5,5,1,6,1,5,1,15,5,5,3,11
"3026",5,6,3,5,1,6,1,5,1,15,5,5,3,11
"3027",5,1,6,5,1,6,1,5,1,15,5,5,3,11
"3028",4,4,4,4,4,4,1,1,1,27,1,1,4,11
"3029",2,2,2,5,4,2,5,5,5,6,5,6,5,11
"3030",2,3,3,5,4,2,5,5,5,6,5,6,5,11
"3031",4,2,4,5,4,2,5,5,5,6,5,6,5,11
"3032",5,4,2,5,4,2,5,5,5,6,5,6,5,11
"3033",6,6,6,6,5,5,1,1,1,4,4,21,6,11
"3034",1,6,6,6,5,5,1,1,1,4,4,21,6,11
"3035",6,2,2,6,5,5,1,1,1,4,4,21,6,11
"3036",6,5,5,6,5,5,1,1,1,4,4,21,6,11
"3037",6,6,6,6,6,6,1,1,1,1,1,27,7,11
"3038",1,1,1,1,1,6,21,1,1,4,1,4,8,11
"3039",1,1,2,1,1,6,21,1,1,4,1,4,8,11
"3040",1,1,3,1,1,6,21,1,1,4,1,4,8,11
"3041",1,1,4,1,1,6,21,1,1,4,1,4,8,11
"3042",1,1,5,1,1,6,21,1,1,4,1,4,8,11
"3043",1,1,6,1,1,6,21,1,1,4,1,4,8,11
"3044",2,2,5,2,5,5,4,21,1,1,4,1,9,11
"3045",2,2,1,2,5,5,4,21,1,1,4,1,9,11
"3046",2,3,5,2,5,5,4,21,1,1,4,1,9,11
"3047",2,6,5,2,5,5,4,21,1,1,4,1,9,11
"3048",2,4,5,2,5,5,4,21,1,1,4,1,9,11
"3049",2,1,5,2,5,5,4,21,1,1,4,1,9,11
"3050",2,5,5,2,5,5,4,21,1,1,4,1,9,11
"3051",4,4,4,3,5,3,6,6,5,5,5,5,10,11
"3052",1,1,1,3,5,3,6,6,5,5,5,5,10,11
"3053",2,2,2,3,5,3,6,6,5,5,5,5,10,11
"3054",3,3,3,3,5,3,6,6,5,5,5,5,10,11
"3055",3,3,5,3,5,3,6,6,5,5,5,5,10,11
"3056",3,5,3,3,5,3,6,6,5,5,5,5,10,11
"3057",5,5,5,1,1,1,27,1,1,1,1,1,11,11
"3058",1,1,1,1,1,1,27,1,1,1,1,1,11,11
"3059",4,4,4,4,4,4,5,5,1,15,5,1,12,11
"3060",6,6,6,2,3,6,1,5,5,1,5,15,13,11
"3061",6,1,1,2,3,6,1,5,5,1,5,15,13,11
"3062",5,6,5,2,3,6,1,5,5,1,5,15,13,11
"3063",2,2,6,2,3,6,1,5,5,1,5,15,13,11
"3064",3,2,6,2,3,6,1,5,5,1,5,15,13,11
"3065",2,4,6,2,3,6,1,5,5,1,5,15,13,11
"3066",2,3,6,2,3,6,1,5,5,1,5,15,13,11
"1579",1,2,3,4,4,6,6,5,6,5,5,5,1,12
"1580",4,3,6,4,4,6,6,5,6,5,5,5,1,12
"1581",4,1,6,4,4,6,6,5,6,5,5,5,1,12
"1582",4,2,6,4,4,6,6,5,6,5,5,5,1,12
"1583",4,4,6,4,4,6,6,5,6,5,5,5,1,12
"1584",1,2,4,5,5,5,1,4,1,1,21,4,2,12
"1585",3,4,6,5,5,5,1,4,1,1,21,4,2,12
"1586",5,5,5,5,5,5,1,4,1,1,21,4,2,12
"1587",2,2,2,2,2,2,1,27,1,1,1,1,3,12
"1588",3,3,3,4,3,4,1,1,21,4,4,1,4,12
"1589",3,4,5,4,3,4,1,1,21,4,4,1,4,12
"1590",3,4,1,4,3,4,1,1,21,4,4,1,4,12
"1591",4,3,2,4,3,4,1,1,21,4,4,1,4,12
"1592",4,3,6,4,3,4,1,1,21,4,4,1,4,12
"1593",4,3,5,4,3,4,1,1,21,4,4,1,4,12
"1594",4,3,4,4,3,4,1,1,21,4,4,1,4,12
"1595",1,2,6,1,2,1,15,5,1,5,1,5,5,12
"1596",2,1,4,1,2,1,15,5,1,5,1,5,5,12
"1597",1,2,3,1,2,1,15,5,1,5,1,5,5,12
"1598",1,2,5,1,2,1,15,5,1,5,1,5,5,12
"1599",1,2,1,1,2,1,15,5,1,5,1,5,5,12
"1600",3,3,3,3,3,3,1,1,27,1,1,1,6,12
"1601",1,3,4,4,6,1,5,1,5,15,1,5,7,12
"1602",4,1,6,4,6,1,5,1,5,15,1,5,7,12
"1603",4,6,1,4,6,1,5,1,5,15,1,5,7,12
"1604",5,5,5,5,5,5,1,4,4,1,21,1,8,12
"1605",1,1,5,1,6,1,15,1,1,5,5,5,9,12
"1606",1,5,6,1,6,1,15,1,1,5,5,5,9,12
"1607",1,2,1,1,6,1,15,1,1,5,5,5,9,12
"1608",1,3,1,1,6,1,15,1,1,5,5,5,9,12
"1609",1,4,1,1,6,1,15,1,1,5,5,5,9,12
"1610",1,1,1,1,6,1,15,1,1,5,5,5,9,12
"1611",1,5,1,1,6,1,15,1,1,5,5,5,9,12
"1612",1,6,1,1,6,1,15,1,1,5,5,5,9,12
"1613",1,2,6,5,5,1,6,5,5,6,5,5,10,12
"1614",1,3,4,5,5,1,6,5,5,6,5,5,10,12
"1615",1,5,1,5,5,1,6,5,5,6,5,5,10,12
"1616",2,5,1,5,5,1,6,5,5,6,5,5,10,12
"1617",3,5,1,5,5,1,6,5,5,6,5,5,10,12
"1618",4,5,1,5,5,1,6,5,5,6,5,5,10,12
"1619",5,5,1,5,5,1,6,5,5,6,5,5,10,12
"1620",5,5,5,5,5,5,1,1,1,1,27,1,11,12
"1621",6,6,6,6,5,6,5,1,5,1,5,15,12,12
"1622",6,6,5,6,5,6,5,1,5,1,5,15,12,12
"1623",6,5,6,6,5,6,5,1,5,1,5,15,12,12
"1624",5,5,1,5,1,2,5,5,1,5,15,1,13,12
"1625",5,5,5,5,1,2,5,5,1,5,15,1,13,12
"1626",5,1,2,5,1,2,5,5,1,5,15,1,13,12
"1627",6,6,6,6,6,6,1,1,1,1,1,27,14,12
"1628",1,2,4,3,2,1,5,5,5,5,6,6,15,12
"1629",1,2,5,3,2,1,5,5,5,5,6,6,15,12
"1630",1,3,2,3,2,1,5,5,5,5,6,6,15,12
"1631",2,1,3,3,2,1,5,5,5,5,6,6,15,12
"1632",3,2,1,3,2,1,5,5,5,5,6,6,15,12
"1633",1,2,3,4,1,4,5,5,5,6,5,6,16,12
"1634",1,6,5,4,1,4,5,5,5,6,5,6,16,12
"1635",1,4,1,4,1,4,5,5,5,6,5,6,16,12
"1636",1,4,4,4,1,4,5,5,5,6,5,6,16,12
"1637",4,1,4,4,1,4,5,5,5,6,5,6,16,12
"1638",5,5,5,5,5,5,1,4,4,1,21,1,17,12
"1639",4,4,1,2,4,4,5,5,1,15,5,1,18,12
"1640",4,5,4,2,4,4,5,5,1,15,5,1,18,12
"1641",4,1,5,2,4,4,5,5,1,15,5,1,18,12
"1642",5,4,4,2,4,4,5,5,1,15,5,1,18,12
"1643",2,4,4,2,4,4,5,5,1,15,5,1,18,12
"1644",5,5,5,3,5,6,5,1,1,5,15,5,19,12
"1645",5,1,4,3,5,6,5,1,1,5,15,5,19,12
"1646",6,5,2,3,5,6,5,1,1,5,15,5,19,12
"1647",6,5,3,3,5,6,5,1,1,5,15,5,19,12
"1648",3,5,6,3,5,6,5,1,1,5,15,5,19,12
"1649",1,3,4,2,3,2,5,6,5,5,6,5,20,12
"1650",1,2,5,2,3,2,5,6,5,5,6,5,20,12
"1651",5,3,6,2,3,2,5,6,5,5,6,5,20,12
"1652",2,3,4,2,3,2,5,6,5,5,6,5,20,12
"1653",2,3,1,2,3,2,5,6,5,5,6,5,20,12
"1654",2,3,2,2,3,2,5,6,5,5,6,5,20,12
"2461",5,5,5,1,5,5,1,1,1,1,27,1,1,13
"2462",5,5,1,1,5,5,1,1,1,1,27,1,1,13
"2463",5,1,5,1,5,5,1,1,1,1,27,1,1,13
"2464",1,5,5,1,5,5,1,1,1,1,27,1,1,13
"2465",5,5,3,4,5,1,1,1,4,4,21,1,2,13
"2466",5,4,5,4,5,1,1,1,4,4,21,1,2,13
"2467",5,5,6,4,5,1,1,1,4,4,21,1,2,13
"2468",5,4,2,4,5,1,1,1,4,4,21,1,2,13
"2469",4,5,1,4,5,1,1,1,4,4,21,1,2,13
"2470",3,6,1,1,2,2,5,5,6,5,5,6,3,13
"2471",3,4,5,1,2,2,5,5,6,5,5,6,3,13
"2472",6,6,2,1,2,2,5,5,6,5,5,6,3,13
"2473",6,5,1,1,2,2,5,5,6,5,5,6,3,13
"2474",4,6,2,1,2,2,5,5,6,5,5,6,3,13
"2475",6,6,6,1,2,2,5,5,6,5,5,6,3,13
"2476",5,5,6,1,2,2,5,5,6,5,5,6,3,13
"2477",4,2,6,1,2,2,5,5,6,5,5,6,3,13
"2478",4,3,1,1,2,2,5,5,6,5,5,6,3,13
"2479",3,2,6,1,2,2,5,5,6,5,5,6,3,13
"2480",4,2,6,1,2,2,5,5,6,5,5,6,3,13
"2481",4,2,5,1,2,2,5,5,6,5,5,6,3,13
"2482",2,2,2,1,2,2,5,5,6,5,5,6,3,13
"2483",2,2,1,1,2,2,5,5,6,5,5,6,3,13
"2484",1,2,2,1,2,2,5,5,6,5,5,6,3,13
"2485",5,5,6,5,4,5,1,1,1,4,21,4,4,13
"2486",4,5,6,5,4,5,1,1,1,4,21,4,4,13
"2487",5,6,1,5,4,5,1,1,1,4,21,4,4,13
"2488",2,4,5,5,4,5,1,1,1,4,21,4,4,13
"2489",3,4,5,5,4,5,1,1,1,4,21,4,4,13
"2490",1,4,5,5,4,5,1,1,1,4,21,4,4,13
"2491",6,4,5,5,4,5,1,1,1,4,21,4,4,13
"2492",5,4,5,5,4,5,1,1,1,4,21,4,4,13
